sku,invoice_number,invoice_date_parsed,item_number,item_title,category,qty,bid_amount,msrp,bid_to_msrp_ratio,discount_pct,line_cost,projected_sale_price_per_unit,projected_revenue,projected_profit
SKU0221,090624-3501-188248,2024-09-06,395,Bamboo Partition Black 4 Panel,Miscellaneous,1.0,4.0,,,,4.0,6.0,6.0,2.0
SKU0222,090624-3501-188248,2024-09-06,401,"Room Divider, 4 Panel Folding Privacy Screens with Wider",Miscellaneous,1.0,4.0,60.99,0.06558452205279554,0.9344154779472045,4.0,42.693,42.693,38.693
SKU0223,090624-3501-188248,2024-09-06,413,"1 Inch Curtain Rods (72"" to 144"")",Bedding & Textiles,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0224,090624-3501-188248,2024-09-06,416,"Anmytek Rattan Cabinet, 2 Door Sideboard Buffet Cabinet",Furniture,1.0,25.2,126.99,0.19844082211197733,0.8015591778880227,25.2,88.89299999999999,88.89299999999999,63.692999999999984
SKU0225,090624-3501-188248,2024-09-06,427,"PULUZ Portable Photo Studio Light Box, 16x16 inch",Lighting & Electrical,1.0,10.0,99.99,0.10001000100010002,0.8999899989999,10.0,69.993,69.993,59.992999999999995
SKU0226,090624-3501-188248,2024-09-06,437,"AVSIILE Linear Shower Floor Drain, Bathroom Drains Kit,",Miscellaneous,1.0,1.0,49.99,0.020004000800160033,0.9799959991998399,1.0,34.993,34.993,33.993
SKU0227,090624-3501-188248,2024-09-06,438,Yutianli 7mm Thick Anti-Collision self Adhesive 3D Wall,Miscellaneous,1.0,15.0,66.49,0.2255978342607911,0.7744021657392088,15.0,46.54299999999999,46.54299999999999,31.542999999999992
SKU0228,090624-3501-188248,2024-09-06,472,Replacement Clutch Part,Miscellaneous,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0229,090624-3501-188248,2024-09-06,479,"Baboni Pet Door for Wall, Steel Frame and Telescoping",Pet Supplies,1.0,3.0,143.99,0.02083478019306896,0.979165219806931,3.0,100.793,100.793,97.793
SKU0230,090624-3501-188248,2024-09-06,487,"Madane Washable Runner Rug 2x6, Ultra-Thin Non-Slip",Bedding & Textiles,1.0,10.0,35.99,0.2778549597110308,0.7221450402889692,10.0,25.193,25.193,15.193000000000001
SKU0231,090624-3501-188248,2024-09-06,502,FITUEYES Floor TV Stand Iron Base with Swivel Mount for,Electronics & Small Appliances,1.0,21.0,,,,21.0,31.5,31.5,10.5
SKU0232,090624-3501-188248,2024-09-06,548,Jardin Runner 2'x7',Bedding & Textiles,1.0,10.0,,,,10.0,15.0,15.0,5.0
SKU0233,090624-3501-188248,2024-09-06,572,JONSBO/JONSPLUS Z20 Orange/Black Micro-ATX Mini,Miscellaneous,1.0,6.0,105.0,0.05714285714285714,0.9428571428571428,6.0,73.5,73.5,67.5
SKU0234,090624-3501-188248,2024-09-06,583,Office Chair,Furniture,1.0,16.0,,,,16.0,24.0,24.0,8.0
SKU0235,090624-3501-188248,2024-09-06,587,Room Divider Portable Partition Room Dividers and Folding,Furniture,1.0,8.0,159.99,0.0500031251953247,0.9499968748046753,8.0,111.993,111.993,103.993
SKU0236,090624-3501-188248,2024-09-06,601,Aodk Basic Desk with Drawers and Outlets,Furniture,1.0,14.0,,,,14.0,21.0,21.0,7.0
SKU0237,090624-3501-188248,2024-09-06,604,Weize Floor Mats for Tesla Model Y 5-Seat 2021-2023 2022,Automotive,1.0,2.0,139.99,0.014286734766769053,0.985713265233231,2.0,97.993,97.993,95.993
SKU0238,090624-3501-188248,2024-09-06,605,"ROYMELO 34"" Bifold Sliding Barn Door Hardware Track",Miscellaneous,1.0,4.0,85.99,0.04651703686475172,0.9534829631352483,4.0,60.19299999999999,60.19299999999999,56.19299999999999
SKU0014,090624-3501-188248,2024-09-06,606,Mystery Item,Miscellaneous,1.0,3.0,,,,3.0,4.5,4.5,1.5
SKU0239,090624-3501-188248,2024-09-06,641,HUAWIYA Matte White SIMPLE Pendant Light,Lighting & Electrical,1.0,1.0,65.99,0.015153811183512654,0.9848461888164873,1.0,46.19299999999999,46.19299999999999,45.19299999999999
SKU0240,090624-3501-188248,2024-09-06,649,VLAND LED Tail Lights Compatible with BMW Mini Cooper,Automotive,1.0,6.89,189.99,0.036265066582451704,0.9637349334175483,6.89,132.993,132.993,126.103
SKU0009,090624-3501-188248,2024-09-06,651,Allen+Roth 21-in 3-Light Chrome Modern/Contemporary,Lighting & Electrical,1.0,2.0,84.98,0.023534949399858788,0.9764650506001412,2.0,59.486,59.486,57.486
SKU0241,090624-3501-188248,2024-09-06,652,"Tension Rod, Black",Miscellaneous,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0242,090624-3501-188248,2024-09-06,658,"Sportsroyals Dip Bars, Adjustable Dip Stand Station for",Furniture,1.0,45.99,57.99,0.793067770305225,0.20693222969477498,45.99,40.592999999999996,40.592999999999996,-5.397000000000006
SKU0243,090624-3501-188248,2024-09-06,659,AmazeFan Pull Up Bar Doorway with Ergonomic Grip -,Miscellaneous,1.0,5.0,59.99,0.0833472245374229,0.9166527754625771,5.0,41.993,41.993,36.993
SKU0244,090624-3501-188248,2024-09-06,664,Kichler Colmar 3-Light 14-in Olde Bronze Incandescent,Lighting & Electrical,1.0,2.0,99.98,0.020004000800160033,0.9799959991998399,2.0,69.986,69.986,67.986
SKU0207,091224-3501-188929,2024-09-12,279,"NB North Bayou Monitor Mount,Fits 4.4 to 19.8lbs Computer",Tools & Hardware,1.0,11.01,49.9,0.22064128256513027,0.7793587174348697,11.01,34.93,34.93,23.92
SKU0208,091224-3501-188929,2024-09-12,294,"Dikolre Shoe Rack Organizer Storage for Closet Entryway,",Miscellaneous,1.0,7.12,17.49,0.40708976558033166,0.5929102344196684,7.12,12.242999999999999,12.242999999999999,5.122999999999998
SKU0209,091224-3501-188929,2024-09-12,312,Hampton Bay Low-Voltage 20-Watt (Bi-Pin) Black Outdoor,Miscellaneous,1.0,2.0,19.97,0.10015022533800702,0.899849774661993,2.0,13.979,13.979,11.979
SKU0210,091224-3501-188929,2024-09-12,347,Condenser Microphone 3.5mm PC Microphone Recording,Miscellaneous,1.0,8.0,19.99,0.40020010005002504,0.599799899949975,8.0,13.992999999999999,13.992999999999999,5.9929999999999986
SKU0211,091224-3501-188929,2024-09-12,356,"Amazon Basics Cotton Jersey Blend Quilt Pillow Sham Set,",Bedding & Textiles,1.0,5.0,13.99,0.35739814152966404,0.6426018584703359,5.0,9.793,9.793,4.792999999999999
SKU0212,091224-3501-188929,2024-09-12,362,"Wire Cutter 8""",Miscellaneous,1.0,3.0,,,,3.0,4.5,4.5,1.5
SKU0213,091224-3501-188929,2024-09-12,427,Outdoor Oval Vinyl Cord-Free PVC Rollup Blinds - Radiance,Window Treatments,1.0,3.0,18.99,0.1579778830963665,0.8420221169036335,3.0,13.292999999999997,13.292999999999997,10.292999999999997
SKU0214,091224-3501-188929,2024-09-12,428,"Cordless Solstice Vinyl Roll-Up Blind - 30 Inch Width, 72",Window Treatments,1.0,3.0,18.99,0.1579778830963665,0.8420221169036335,3.0,13.292999999999997,13.292999999999997,10.292999999999997
SKU0215,091224-3501-188929,2024-09-12,439,"Set of 3 Covers for New Air 13""",Miscellaneous,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0189,091324-3501-189262,2024-09-13,104,"Organi Haus Rope Basket, Blue/White",Home Decor,1.0,8.0,,,,8.0,12.0,12.0,4.0
SKU0184,091324-3501-189262,2024-09-13,11,"Lotus & Windoware Cordless Blinds, 42""x72"" Bright White",Window Treatments,1.0,1.0,58.99,0.016952025767079167,0.9830479742329208,1.0,41.293,41.293,40.293
SKU0190,091324-3501-189262,2024-09-13,121,Shatterproof Tape-On Window Rain Guards Fit for 2019-,Miscellaneous,1.0,1.0,59.99,0.01666944490748458,0.9833305550925154,1.0,41.993,41.993,40.993
SKU0191,091324-3501-189262,2024-09-13,124,Smoke Tinted Tape-On Side Window Vent Visor Deflectors,Automotive,1.0,1.0,44.99,0.02222716159146477,0.9777728384085352,1.0,31.493,31.493,30.493
SKU0192,091324-3501-189262,2024-09-13,129,York Wallcoverings NZ0780 Sea Grass Grasscloth,Home Decor,1.0,5.0,130.0,0.038461538461538464,0.9615384615384616,5.0,91.0,91.0,86.0
SKU0193,091324-3501-189262,2024-09-13,130,Baisuart A61269 Canvas Prints Abstract Wall Art Print,Home Decor,1.0,3.0,59.99,0.05000833472245374,0.9499916652775463,3.0,41.993,41.993,38.993
SKU0194,091324-3501-189262,2024-09-13,136,Office Chair Mat for Carpet Floor,Pet Supplies,1.0,3.0,,,,3.0,4.5,4.5,1.5
SKU0195,091324-3501-189262,2024-09-13,138,Window Visors Rain Guards Shield for 2017-2022 Kia,Automotive,1.0,1.0,35.29,0.028336639274582034,0.9716633607254179,1.0,24.703,24.703,23.703
SKU0196,091324-3501-189262,2024-09-13,166,"DuHouse 8.7"" Silk Hydrangea Flower Heads with Stems",Miscellaneous,1.0,3.0,16.9,0.1775147928994083,0.8224852071005917,3.0,11.829999999999998,11.829999999999998,8.829999999999998
SKU0185,091324-3501-189262,2024-09-13,17,"Aqara LED Ceiling Light T1M with Matter, Requires Aqara",Lighting & Electrical,1.0,5.0,149.99,0.033335555703713576,0.9666644442962864,5.0,104.993,104.993,99.993
SKU0186,091324-3501-189262,2024-09-13,29,Engine Coolant Reservoir,Miscellaneous,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0197,091324-3501-189262,2024-09-13,294,"ACMEART Ceiling Curtain Track,Retractable Ceiling Track",Furniture,1.0,6.0,33.99,0.17652250661959398,0.823477493380406,6.0,23.793,23.793,17.793
SKU0198,091324-3501-189262,2024-09-13,315,Shelving Unit,Furniture,1.0,13.0,,,,13.0,19.5,19.5,6.5
SKU0199,091324-3501-189262,2024-09-13,331,Vanity Light,Lighting & Electrical,1.0,3.0,,,,3.0,4.5,4.5,1.5
SKU0200,091324-3501-189262,2024-09-13,334,"Tension Shower Curtain, Spring Shower Tension Curtain",Bedding & Textiles,1.0,3.0,45.99,0.06523157208088715,0.9347684279191129,3.0,32.193,32.193,29.192999999999998
SKU0201,091324-3501-189262,2024-09-13,338,"Yepdin Artificial Ficus Tree, Silk Ficus Tree for Home Decor",Home Decor,1.0,8.0,53.99,0.14817558807186515,0.8518244119281349,8.0,37.793,37.793,29.793
SKU0202,091324-3501-189262,2024-09-13,348,"Zebra Roller Window Blinds,Custom Cut to Size,Roller",Window Treatments,1.0,3.0,51.99,0.05770340450086555,0.9422965954991345,3.0,36.393,36.393,33.393
SKU0203,091324-3501-189262,2024-09-13,349,"MODE Premium Collection Curtain Rod 36 to 72 inches,",Bedding & Textiles,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0204,091324-3501-189262,2024-09-13,350,Cambria® Designer Series - Premium 6 foot Custom Curtain,Bedding & Textiles,1.0,3.0,64.99,0.04616094783812895,0.953839052161871,3.0,45.492999999999995,45.492999999999995,42.492999999999995
SKU0205,091324-3501-189262,2024-09-13,352,"Tension Curtain Rod, 51-165 Inch,Spring Shower Closet for",Bedding & Textiles,1.0,3.0,49.99,0.060012002400480095,0.9399879975995199,3.0,34.993,34.993,31.993000000000002
SKU0206,091324-3501-189262,2024-09-13,353,Cambria® Designer Series - Premium 7 foot Custom Curtain,Bedding & Textiles,1.0,1.0,69.99,0.014287755393627663,0.9857122446063723,1.0,48.992999999999995,48.992999999999995,47.992999999999995
SKU0187,091324-3501-189262,2024-09-13,74,4PCS Window Visors Deflectors Vent Guards Sun Wind Rain,Automotive,1.0,1.0,35.99,0.027785495971103084,0.9722145040288969,1.0,25.193,25.193,24.193
SKU0188,091324-3501-189262,2024-09-13,79,Retractable Cargo Cover,Furniture,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0176,092024-3501-190109,2024-09-20,370,"FAYEAN Metal Headboard, Full Size",Miscellaneous,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0177,092024-3501-190109,2024-09-20,380,Tempered Glass Chair Mat,Furniture,1.0,4.0,,,,4.0,6.0,6.0,2.0
SKU0178,092024-3501-190109,2024-09-20,404,A-Premium Engine Water Pump WP51040TH-C,Miscellaneous,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0179,092024-3501-190109,2024-09-20,465,The Door Bull Modern Yet Classic Style Bathroom Vanity,Lighting & Electrical,1.0,2.0,79.99,0.025003125390673835,0.9749968746093262,2.0,55.992999999999995,55.992999999999995,53.992999999999995
SKU0014,092024-3501-190109,2024-09-20,473,Mystery Item,Miscellaneous,1.0,6.0,,,,6.0,9.0,9.0,3.0
SKU0180,092024-3501-190109,2024-09-20,490,"Cordless Cellular Shades 34""W x 64""H Grey Leaves",Window Treatments,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0181,092024-3501-190109,2024-09-20,496,Cordless Roller Shade,Window Treatments,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0182,092024-3501-190109,2024-09-20,517,Aluminum Partition Rail,Miscellaneous,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0183,092024-3501-190109,2024-09-20,598,"Mat for Pilates, Medidation (Blue)",Bedding & Textiles,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0159,100424-3501-192429,2024-10-04,267,Tesla Model Y Floor Mats 6pcs,Automotive,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0160,100424-3501-192429,2024-10-04,279,"ChrisDowa 100% Blackout Roller Shade, Window Blind with",Window Treatments,1.0,1.0,42.99,0.02326122354035822,0.9767387764596418,1.0,30.093,30.093,29.093
SKU0161,100424-3501-192429,2024-10-04,292,Oxdigi Tension Shower Doorway Curtain Rod/Adjustable,Furniture,1.0,1.0,36.09,0.027708506511499028,0.972291493488501,1.0,25.263,25.263,24.263
SKU0162,100424-3501-192429,2024-10-04,307,Handua Fits 24x24 Duct Opening | Steel Return Air Filter,Miscellaneous,1.0,1.0,89.94,0.011118523460084502,0.9888814765399155,1.0,62.95799999999999,62.95799999999999,61.95799999999999
SKU0163,100424-3501-192429,2024-10-04,308,Face Down Pillow After Eye Surgery - Home Massage Pillow,Bedding & Textiles,1.0,2.0,57.99,0.03448870494912916,0.9655112950508709,2.0,40.592999999999996,40.592999999999996,38.592999999999996
SKU0164,100424-3501-192429,2024-10-04,319,Bike Bunk for Cargo Tray - Adjustable A-Frame Trailer Bike,Furniture,1.0,2.0,159.99,0.012500781298831176,0.9874992187011689,2.0,111.993,111.993,109.993
SKU0165,100424-3501-192429,2024-10-04,322,"WILDFIX Shocks, Zinc Plated Coating",Miscellaneous,1.0,5.0,,,,5.0,7.5,7.5,2.5
SKU0166,100424-3501-192429,2024-10-04,323,Sports Weighted Vest,Miscellaneous,1.0,3.0,,,,3.0,4.5,4.5,1.5
SKU0167,100424-3501-192429,2024-10-04,324,Vatima Large Wicker Basket Rectangular with Wooden,Home Decor,1.0,12.0,99.95,0.12006003001500751,0.8799399699849925,12.0,69.965,69.965,57.965
SKU0168,100424-3501-192429,2024-10-04,325,"ChrisDowa Light Filtering Roller Shades, with 5% Openness",Lighting & Electrical,1.0,1.0,57.99,0.01724435247456458,0.9827556475254354,1.0,40.592999999999996,40.592999999999996,39.592999999999996
SKU0169,100424-3501-192429,2024-10-04,327,"ChrisDowa Cordless 100% Blackout Roller Shade, with",Window Treatments,1.0,2.0,43.99,0.04546487838145033,0.9545351216185497,2.0,30.793,30.793,28.793
SKU0170,100424-3501-192429,2024-10-04,334,SAMTEEN Modern Brass Semi Flush Mount Ceiling Light 3-,Lighting & Electrical,1.0,3.0,149.0,0.020134228187919462,0.9798657718120806,3.0,104.3,104.3,101.3
SKU0171,100424-3501-192429,2024-10-04,344,Floor Mats for Jeep Wagoneer 8 Seater,Automotive,1.0,3.0,,,,3.0,4.5,4.5,1.5
SKU0172,100424-3501-192429,2024-10-04,350,"Rectangle Wall Mirror 24""x36""",Home Decor,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0173,100424-3501-192429,2024-10-04,351,SAILIN Replacement Driver Left Side Headlight Headlamp,Automotive,1.0,2.0,120.99,0.016530291759649558,0.9834697082403504,2.0,84.693,84.693,82.693
SKU0174,100424-3501-192429,2024-10-04,354,"ARNIS Plants Pots with Stand, Indoor Planter Pots, Unique",Miscellaneous,1.0,16.0,67.97,0.2353979696925114,0.7646020303074886,16.0,47.57899999999999,47.57899999999999,31.578999999999994
SKU0175,100424-3501-192429,2024-10-04,368,San Auto Car Floor Mats,Automotive,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0088,100424-3501-192429,2024-10-04,375,Mystery Pallet,Miscellaneous,1.0,61.0,,,,61.0,91.5,91.5,30.5
SKU0149,101624-3501-194089,2024-10-16,583,USB C-Type Adapter,Miscellaneous,1.0,4.0,,,,4.0,6.0,6.0,2.0
SKU0150,101624-3501-194089,2024-10-16,627,"Disposable Stretchable Headband with Closure, 48 Ct.",Miscellaneous,1.0,1.0,17.05,0.05865102639296187,0.9413489736070382,1.0,11.935,11.935,10.935
SKU0151,101624-3501-194089,2024-10-16,649,"WaitfairyWomens Pants Light Grey, Size Large",Lighting & Electrical,1.0,4.0,,,,4.0,6.0,6.0,2.0
SKU0152,101624-3501-194089,2024-10-16,650,KIKIBERRY Womens Sleeveless Active Tank Tops,Miscellaneous,1.0,3.0,14.99,0.200133422281521,0.799866577718479,3.0,10.493,10.493,7.493
SKU0153,101624-3501-194089,2024-10-16,653,Tie Dye Printed Sleepwear Size Large,Miscellaneous,1.0,4.0,,,,4.0,6.0,6.0,2.0
SKU0154,101624-3501-194089,2024-10-16,663,Amazon Essentials Mens Sherpa Lined Full-Zip Hooded,Miscellaneous,1.0,6.0,40.0,0.15,0.85,6.0,28.0,28.0,22.0
SKU0155,101624-3501-194089,2024-10-16,672,LETDIOSTO Women's Top Shirt Caramel Large,Apparel,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0156,101624-3501-194089,2024-10-16,673,"Dealmed 6"" Cotton-Tipped Wood Applicators – 200 Sterile",Pet Supplies,1.0,4.0,8.99,0.44493882091212456,0.5550611790878754,4.0,6.293,6.293,2.293
SKU0157,101624-3501-194089,2024-10-16,677,"Soiiw Nail Tool Sterilizer Box, Plastic Sterilization Tray",Tools & Hardware,1.0,1.0,8.99,0.11123470522803114,0.8887652947719689,1.0,6.293,6.293,5.293
SKU0158,101624-3501-194089,2024-10-16,684,"NICEBIRDIE Nose Hair Trimmer for Men Women, USB",Miscellaneous,1.0,3.0,12.99,0.23094688221709006,0.76905311778291,3.0,9.093,9.093,6.093
SKU0137,101824-3501-194464,2024-10-18,637,Dasbecan Hyundai Elantra Passenger Headlight,Automotive,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0138,101824-3501-194464,2024-10-18,672,Floor Mats for Suburban 7 ZUO,Automotive,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0139,101824-3501-194464,2024-10-18,676,Popilush Shapewear Tummy Control Thong Bodysuit Plus,Miscellaneous,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0140,101824-3501-194464,2024-10-18,680,SANTINY Women's High Waisted Swim Shorts with Pockets,Apparel,1.0,1.0,26.99,0.037050759540570584,0.9629492404594294,1.0,18.892999999999997,18.892999999999997,17.892999999999997
SKU0141,101824-3501-194464,2024-10-18,681,CUPSHE Women's Tankini Sets Two Piece Swimsuit Halter,Apparel,1.0,2.0,34.99,0.057159188339525574,0.9428408116604744,2.0,24.493,24.493,22.493
SKU0142,101824-3501-194464,2024-10-18,683,Floral Dress,Apparel,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0143,101824-3501-194464,2024-10-18,684,2XL Bathing Suit Top,Miscellaneous,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0144,101824-3501-194464,2024-10-18,686,BMJL Women's Bikini Sets V Neck High Waisted Swimsuits,Apparel,1.0,4.0,37.99,0.10529086601737299,0.894709133982627,4.0,26.593,26.593,22.593
SKU0145,101824-3501-194464,2024-10-18,689,Remidoo Women's Casual Puff Short Sleeve Top Crewneck,Apparel,1.0,1.0,28.99,0.03449465332873405,0.965505346671266,1.0,20.293,20.293,19.293
SKU0146,101824-3501-194464,2024-10-18,690,Water Bottle Carrier with Strap,Pet Supplies,1.0,2.0,13.99,0.14295925661186562,0.8570407433881344,2.0,9.793,9.793,7.792999999999999
SKU0147,101824-3501-194464,2024-10-18,714,22-Inch Ceiling Fan,Lighting & Electrical,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0148,101824-3501-194464,2024-10-18,724,"SHECUTE Zebra Roller Shade, Light Gray",Lighting & Electrical,1.0,2.0,,,,2.0,3.0,3.0,1.0
SKU0135,102424-3501-195253,2024-10-24,543,"Moon Ski Helmet Snowboard Helmet, Purple",Miscellaneous,1.0,1.0,,,,1.0,1.5,1.5,0.5
SKU0136,102424-3501-195253,2024-10-24,566,EcoSmart 75-Watt Equivalent PAR30 Dimmable Flood LED,Lighting & Electrical,1.0,2.0,13.98,0.14306151645207438,0.8569384835479257,2.0,9.786,9.786,7.786
SKU0134,120624-3501-201435,2024-12-06,27,Bessey Drop Forged C-Clamp 2 Inch Capacity 1-1/2 Inch,Tools & Hardware,1.0,2.0,3.49,0.5730659025787965,0.4269340974212035,2.0,2.443,2.443,0.44300000000000006
SKU0133,011625-3501-206695,2025-01-16,237,Enbrighten Dimmable Motion-Sensing/Touch-Activated LED,Miscellaneous,1.0,4.0,22.97,0.174140182847192,0.825859817152808,4.0,16.078999999999997,16.078999999999997,12.078999999999997
SKU0120,011825-3501-206970,2025-01-18,402,"LazBlinds No Tools No Drill 1"" Vinyl Mini Blinds, Cordless",Tools & Hardware,1.0,2.0,42.49,0.047069898799717576,0.9529301012002824,2.0,29.743,29.743,27.743
SKU0121,011825-3501-206970,2025-01-18,414,"Room Essentials Storage Basket 18""x14""x9 3/4""",Home Decor,1.0,5.0,12.99,0.3849114703618168,0.6150885296381832,5.0,9.093,9.093,4.093
SKU0122,011825-3501-206970,2025-01-18,426,Men's Relaxed Fit Long Sleeve Scoop Thermal Underwear,Miscellaneous,1.0,3.0,10.0,0.3,0.7,3.0,7.0,7.0,4.0
SKU0123,011825-3501-206970,2025-01-18,427,Women's Crewneck Pullover Sweater - A New Day™,Apparel,1.0,4.0,25.0,0.16,0.84,4.0,17.5,17.5,13.5
SKU0124,011825-3501-206970,2025-01-18,428,Women's High-Rise Tapered Joggers - Wild Fable™ Size,Apparel,1.0,4.0,25.0,0.16,0.84,4.0,17.5,17.5,13.5
SKU0124,011825-3501-206970,2025-01-18,429,Women's High-Rise Tapered Joggers - Wild Fable™ Size,Apparel,1.0,5.0,25.0,0.2,0.8,5.0,17.5,17.5,12.5
SKU0125,011825-3501-206970,2025-01-18,439,Women's High-Rise 90's Straight Jeans - Universal Thread™,Apparel,1.0,2.0,36.0,0.05555555555555555,0.9444444444444444,2.0,25.2,25.2,23.2
SKU0126,011825-3501-206970,2025-01-18,440,"Universal Thread Super Stretch Skinny Jeans, Size 14S",Apparel,1.0,4.09,,,,4.09,6.135,6.135,2.045
SKU0127,011825-3501-206970,2025-01-18,457,Women's Leisure Studio Mid-Rise Knit Straight Leg,Miscellaneous,1.0,3.0,25.0,0.12,0.88,3.0,17.5,17.5,14.5
SKU0128,011825-3501-206970,2025-01-18,458,"Set of 2 Spritz 10"" Metallic Cake Serving Stand",Miscellaneous,1.0,2.0,20.0,0.1,0.9,2.0,14.0,14.0,12.0
SKU0129,011825-3501-206970,2025-01-18,468,Isotoner Microsuede Gloves - S/M,Apparel,1.0,3.0,24.99,0.12004801920768308,0.879951980792317,3.0,17.493,17.493,14.492999999999999
SKU0130,011825-3501-206970,2025-01-18,470,Set of 2 Range Kleen 2pk Universal Chrome Drip Bowls,Miscellaneous,1.0,2.0,17.98,0.11123470522803114,0.8887652947719689,2.0,12.586,12.586,10.586
SKU0131,011825-3501-206970,2025-01-18,475,Set of 2 Modway High Back White Chairs,Furniture,1.0,6.0,,,,6.0,9.0,9.0,3.0
SKU0132,011825-3501-206970,2025-01-18,477,Fresh Wave Plant-Based Odor Removing Gel 11oz,Miscellaneous,1.0,2.0,9.99,0.20020020020020018,0.7997997997997999,2.0,6.992999999999999,6.992999999999999,4.992999999999999
